artiste,element,genre,style,source,stream,date,spotify,cover,discogs,etat,match,titleDiscogs
"¡FIASCO!","Post-Truth","#TODO#TODO","#TODO#TODO","https://fiascodc.bandcamp.com/album/post-truth","https://fiascodc.bandcamp.com/album/post-truth","2021-05-27","spotify:album:2d9oEnGRnq7lMnSQ3u08va","","","0","0",""
"[bleu]","Sincère autopsie de la finesse","Rock","","https://bleubleubleubleu.bandcamp.com/album/sinc-re-autopsie-de-la-finesse","https://bleubleubleubleu.bandcamp.com/album/sinc-re-autopsie-de-la-finesse","2020-06-25","","https://img.discogs.com/7OSBY1lfO8W-2VisIfUvITU1lXk=/fit-in/500x492/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-6994735-1431259718-5659.jpeg.jpg","https://www.discogs.com//bleu-Sinc%C3%A8re-autopsie-de-la-finesse/release/6994735","0","1.0","[bleu] - Sincère autopsie de la finesse"
"A Gethsémani","Ame Triste","Electronic","New Wave, Synth-pop, Darkwave","http://www.xsilence.net/disque-11121.htm","","2020-01-20","","https://img.discogs.com/LuhkIL3dPhrTFIMwDqZd-Iq2YtQ=/fit-in/365x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-4871340-1378054027-9732.jpeg.jpg","https://www.discogs.com//A-Geths%C3%A9mani-Ame-Triste/master/1466916","0","0.9803921568627451","A Gethsémani* - Ame Triste"
"A Novelist","Folie","Metal","Black Metal, Death Metal, Progressive Metal","http://www.eklektik-rock.com/2019/05/a-novelist-folie/","","2020-01-20","spotify:album:3xq74YLsYxXmUe76cuVvL3","https://img.discogs.com/YCaq9rIzwMC_CsKI6DV6pyeLQbw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13620201-1628181375-8296.jpeg.jpg","https://www.discogs.com//A-Novelist-Folie/master/1551028","0","1.0","A Novelist - Folie"
"A.A. Williams","A.A. Williams","Rock","Indie Rock","http://www.eklektik-rock.com/2019/02/a-a-williams-st/","","2020-01-20","spotify:album:7iXM7xgJe0T2kkfRkIE4UQ","https://img.discogs.com/-86NIUWxEoe1GP4VkTc7t6ydRUA=/fit-in/600x633/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3391333-1456419619-6930.jpeg.jpg","https://www.discogs.com//release/14093561-AAWilliams-AA-Williams","0","0.9824561403508771","A.A.Williams - A.A. Williams"
"Acathexis","Acathexis","Metal","Black Metal, Atmospheric Black Metal","","https://acathexis.bandcamp.com/album/acathexis","","spotify:album:5wT7WTCs94DnDXoDKFbuqp","https://img.discogs.com/mWLNqSPavOTz26mVr9w6fRkSWOk=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12996747-1546128825-2715.jpeg.jpg","https://www.discogs.com//Acathexis-Acathexis/master/1476555","0","1.0","Acathexis - Acathexis"
"Ad Nauseam","Imperative Imperceptible Impulse","Metal","Death Metal, Avantgarde","https://avantgardemusic.bandcamp.com/album/imperative-imperceptible-impulse","https://avantgardemusic.bandcamp.com/album/imperative-imperceptible-impulse","2021-05-27","","https://img.discogs.com/4F7vDWJE5_Fk-ddEyH1cNJ7vQ50=/fit-in/600x527/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17187127-1635271970-9380.jpeg.jpg","https://www.discogs.com//master/1969507-Ad-Nauseam-Imperative-Imperceptible-Impulse","0","0.9574468085106383","Ad Nauseam (6) - Imperative Imperceptible Impulse"
"Aesop Rock","LABOR DAYS","Hip Hop","Conscious","http://pitchfork.com/reviews/albums/65-labor-days/","","","spotify:album:1EozNWj9YemnvgrpvqHpca","https://img.discogs.com/vPYYnQ0cq7ofykzx1aDfNo4aeAM=/fit-in/600x591/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-35984-1569082639-4805.jpeg.jpg","https://www.discogs.com//Aesop-Rock-Labor-Days/master/69968","0","1.0","Aesop Rock - Labor Days"
"Aesop Rock","Spirit World Field Guide","Hip Hop","","https://aesoprock.bandcamp.com/album/spirit-world-field-guide","https://aesoprock.bandcamp.com/album/spirit-world-field-guide","2021-05-27","spotify:album:5deucTECSaDkVgycsyUsPc","https://img.discogs.com/de4bxgZ84BzR_GLddUWoWm906eI=/fit-in/600x601/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16203043-1628355757-6800.jpeg.jpg","https://www.discogs.com//master/1839107-Aesop-Rock-Spirit-World-Field-Guide","0","1.0","Aesop Rock - Spirit World Field Guide"
"Aethenor","Hazel","Electronic, Rock","Drone, Experimental, Dark Ambient","???","???","","spotify:album:5LfsJHhHVqnkYnOhI0tWkm","https://img.discogs.com/3rNh4a1_OyBhROFHLU4K0jyAj40=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8954341-1509474691-6878.jpeg.jpg","https://www.discogs.com//%C3%86thenor-Hazel/master/1048642","0","0.9032258064516129","Æthenor - Hazel"
"Ætheria Conscientia","Corrupted Pillars of Vanity","Metal","Prog Rock, Black Metal, Progressive Metal, Atmospheric Black Metal, Doom Metal","https://aetheriaconscientia.bandcamp.com/album/corrupted-pillars-of-vanity","https://aetheriaconscientia.bandcamp.com/album/corrupted-pillars-of-vanity","2021-05-27","spotify:album:5ZV632aO9pkQw9ujkftVbn","https://img.discogs.com/egoEQGo8cqunq51rMbzutR5j-Og=/fit-in/225x206/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-18189085-1617789540-9004.jpeg.jpg","https://www.discogs.com//%C3%86th%C4%95r%C4%ADa-Consc%C4%ADent%C4%ADa-Corrupted-Pillars-of-Vanity/master/2066692","0","0.9183673469387755","Æthĕrĭa Conscĭentĭa - Corrupted Pillars of Vanity"
"Afsky","Ofte jeg drømmer mig død","Metal","Black Metal","http://www.eklektik-rock.com/2020/08/afsky-ofte-jeg-drommer-mig-dod/","http://afsky.bandcamp.com/album/ofte-jeg-dr-mmer-mig-d-d","2021-05-27","spotify:album:0XPOYFjauNSOE5tVZQKt6S","https://img.discogs.com/fynq08vvr_mlzssjudsDAtCtprA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15285057-1600430679-5623.jpeg.jpg","https://www.discogs.com//master/1738531-Afsky-Ofte-Jeg-Dr%C3%B8mmer-Mig-D%C3%B8d","0","1.0","Afsky - Ofte Jeg Drømmer Mig Død"
"Agrimonia","Rites of separation","Metal","Black Metal, Crust, Doom Metal","https://www.coreandco.fr/chroniques/agrimonia-rites-of-separation-4325.html","","","spotify:album:7mHKMGJau2sioOAmPSnB6V","https://img.discogs.com/dKtVjqvGdvAfxIszWEG5BSWmuz0=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-4595787-1369454470-2509.jpeg.jpg","https://www.discogs.com//Agrimonia-Rites-Of-Separation/master/559208","0","1.0","Agrimonia - Rites Of Separation"
"Aho Ssan","Simulacrum","Electronic","Experimental","https://ahossan.bandcamp.com/album/simulacrum","https://ahossan.bandcamp.com/album/simulacrum","2021-05-27","spotify:album:1JoOzfSC6Jh9mxxhvWhVTh","https://img.discogs.com/mvmwmfO3WybcHnWAjpMMUFeCw3I=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14798356-1581803241-6260.jpeg.jpg","https://www.discogs.com//master/2344426-Aho-Ssan-Simulacrum","0","1.0","Aho Ssan - Simulacrum"
"Aidan Baker","Werl","Metal, Jazz","Experimental, Free Improvisation, Avantgarde, Doom Metal, Noise","https://tartinedecontrebasse.com/2016/10/05/werl/","???","","","https://img.discogs.com/LMjcg64mimzB0ndYS5C95fdJxQc=/fit-in/600x546/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9110695-1474958220-1628.jpeg.jpg","https://www.discogs.com//Aidan-Baker-Tomas-J%C3%A4rmyr-WERL-WERL/master/1705100","0","0.631578947368421","Aidan Baker, Tomas Järmyr = WERL - WERL"
"Aidan Baker / Faith Coloccia / Jon Mueller","See Through","Electronic, Rock","Math Rock, Ambient, Post Rock","","https://gizehrecords.bandcamp.com/album/see-through","","","https://img.discogs.com/15Dh_j7S2ycEpL6dJydicjTy6p8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13489802-1555177285-2547.jpeg.jpg","https://www.discogs.com//Baker-Coloccia-Mueller-See-Through/master/1571142","0","0.8080808080808081","Baker* / Coloccia* / Mueller* - See Through"
"Airbag","A Day At The Beach","Rock","Prog Rock","http://clairetobscur.fr/airbag-a-day-at-the-beach/","","2021-05-27","spotify:album:1JaL5QCbq6s7POMFZT7eD4","https://img.discogs.com/Z6NKCnbs9K6v3ZUpjhgGy81Uoys=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15430946-1615000184-5835.jpeg.jpg","https://www.discogs.com//master/1751371-Airbag-A-Day-At-The-Beach","0","0.9310344827586207","Airbag (5) - A Day At The Beach"
"al doum & the faryds","Spirit Rejoin","Rock","Psychedelic Rock, Prog Rock","https://aldoum.bandcamp.com/album/spirit-rejoin","https://aldoum.bandcamp.com/album/spirit-rejoin","2021-05-27","spotify:album:43icXUQCC6u54UkZMyaYDN","https://img.discogs.com/BOd5aPkWTV4plRFH6jDEF1k21jc=/fit-in/600x598/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12081733-1527932877-7376.jpeg.jpg","https://www.discogs.com//Al-Doum-And-The-Faryds-Spirit-Rejoin/master/1403880","0","0.9333333333333333","Al Doum And The Faryds* - Spirit Rejoin"
"Alaskam","Compromissions","Electronic, Rock","Trip Hop, Ambient, Post Rock","https://alaskam.bandcamp.com/album/compromissions","https://alaskam.bandcamp.com/album/compromissions","2020-01-20","","https://img.discogs.com/dCKujMOTjk9byNmckQ-D5NZG30Q=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12899766-1544124864-6062.jpeg.jpg","https://www.discogs.com//alaskam-Compromissions/release/12899766","0","1.0","alaskam - Compromissions"
"Albino Slug","Albino Slug","Electronic, Metal","Industrial, Experimental, Doom Metal, Prog Rock","https://www.coreandco.fr/chroniques/albino-slug-albino-slug-5162.html","","2020-01-20","spotify:album:5ZdCQFLJyTpXM1tcykCFdb","https://img.discogs.com/HPkf69u4DK6aWvS3mZa6o60M0zE=/fit-in/600x414/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17107770-1611634851-9109.jpeg.jpg","https://www.discogs.com//Albino-Slug-Albino-Slug/release/460155","0","1.0","Albino Slug - Albino Slug"
"Alexander Noice","NOICE","Electronic, Rock","Prog Rock, Experimental, Avantgarde","https://orendarecords.bandcamp.com/album/noice","https://orendarecords.bandcamp.com/album/noice","2020-06-25","spotify:album:4xugnefrx3d9UEFE4MO8rk","https://img.discogs.com/2B_9dKxh93vO0uKv7pRZSqsNqFc=/fit-in/600x601/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17185477-1612043844-7782.jpeg.jpg","https://www.discogs.com//Alexander-Noice-Noice/release/18130318","0","0.9787234042553191","Alexander Noice* - Noice"
"Algiers","There Is No Year","Electronic, Funk / Soul, Punk, Hip Hop","Experimental, Gospel, Punk, Post-Punk, Soul","https://algierstheband.bandcamp.com/album/there-is-no-year","https://algierstheband.bandcamp.com/album/there-is-no-year","2020-06-25","spotify:album:5BrQerO9LnDbtUmsP9AHeS","https://img.discogs.com/5VkJ1CJl49qD1pSqPwbarTRj01Q=/fit-in/507x506/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14691376-1591579110-9119.jpeg.jpg","https://www.discogs.com//Algiers-There-Is-No-Year/master/1668516","0","0.9285714285714286","Algiers (2) - There Is No Year"
"Ambrose Akinmusire","Origami Harvest","Hip Hop, Jazz","","https://www.discogs.com/Ambrose-Akinmusire-Origami-Harvest/master/1446358","","2020-01-20","spotify:album:5i65fkPmv06tmr6a1oPsxg","https://img.discogs.com/7i27R8m2_nyc2TlTLuHpFbZA3zk=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12733488-1540920894-9353.jpeg.jpg","https://www.discogs.com//Ambrose-Akinmusire-Origami-Harvest/master/1446358","0","1.0","Ambrose Akinmusire - Origami Harvest"
"Amenra","Mass IV","Punk","Noise, Stoner Rock, Hardcore","http://metal.nightfall.fr/index_12687_amenra-mass-vi.html","","","","https://img.discogs.com/yoe4OUxO_Lw4v0KWKOELDUHlHc0=/fit-in/600x447/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8427560-1461411838-3100.jpeg.jpg","https://www.discogs.com//Amen-Ra-Mass-III/release/5626095","0","0.8571428571428571","Amen Ra* - Mass III"
"Amon Tobin","Fear In A Handful Of Dust","Electronic","Leftfield, Experimental, IDM, Abstract, Ambient","https://www.discogs.com/Amon-Tobin-Fear-In-A-Handful-Of-Dust/master/1544872","","2020-01-20","spotify:album:3OtMIEV8K692kqcjrlDbo9","https://img.discogs.com/NoUjW9nnbHFn8PchGh5VEMJ71sc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13545198-1556246656-7813.jpeg.jpg","https://www.discogs.com//master/1544872-Amon-Tobin-Fear-In-A-Handful-Of-Dust","0","1.0","Amon Tobin - Fear In A Handful Of Dust"
"Amon Tobin*","Long Stories","Electronic","Leftfield, Experimental, Abstract, Ambient, Downtempo","https://www.discogs.com/Am%C8%AFn-T%C8%AFbin-Long-Stories/master/1630404","","2020-01-20","spotify:album:0MFiKAWcLvom0JfbFPBtu6","https://img.discogs.com/oHKAtzhIMfab3ZlqHQtCW0fPH1w=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14349115-1572725522-6744.jpeg.jpg","https://www.discogs.com//Am%C8%AFn-T%C8%AFbin-Long-Stories/master/1630404","0","1.0","Amon Tobin* - Long Stories"
"An Isolated Mind","I'm Losing Myself","Metal","Black Metal, Doom Metal","https://anisolatedmind.bandcamp.com/album/im-losing-myself","https://anisolatedmind.bandcamp.com/album/im-losing-myself","2020-01-20","spotify:album:1YBB2xdarfCkomnEKADtWa","https://img.discogs.com/1dxSlVU9KyhO-DAggsRF9_pBIbQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13913326-1563925545-2337.jpeg.jpg","https://www.discogs.com//An-Isolated-Mind-Im-Losing-Myself/master/1590195","0","1.0","An Isolated Mind - I'm Losing Myself"
"Anatrofobia","Canto Fermo","Rock","Experimental, Art Rock","https://autrecords.bandcamp.com/album/canto-fermo","https://autrecords.bandcamp.com/album/canto-fermo","2021-05-27","spotify:album:4fAGgH65zuXyQzb32DQ86z","https://img.discogs.com/UpXcsmvr1YjoM3gejrYBBpYEUpU=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15386036-1590690313-1300.jpeg.jpg","https://www.discogs.com//Anatrofobia-Canto-Fermo/release/15386036","0","1.0","Anatrofobia - Canto Fermo"
"Ancestors","Suspended in reflections","Metal","Psychedelic Rock, Post-Metal, Stoner Rock","","","","spotify:album:5gWycJLVfdSFcDYGU5IvP2","https://img.discogs.com/QO7TLdZ5Ro6fPHcSu4D2kmiWAS0=/fit-in/600x571/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12425224-1535036709-7405.jpeg.jpg","https://www.discogs.com//master/1411826-Ancestors-Suspended-In-Reflections","0","0.9473684210526315","Ancestors (4) - Suspended In Reflections"
"Andrew Bernstein","An Exploded View of Time","Classical, Jazz","Free Improvisation, Contemporary","https://canthisevenbecalledmusic.com/andrew-bernstein-an-exploded-view-of-time/","https://canthisevenbecalledmusic.com/andrew-bernstein-an-exploded-view-of-time/","","spotify:album:7CuFSZtb9Dn48grshhFUkf","https://img.discogs.com/Iq4IH5SxJ7mxGKIr0bZAHbQ4NuA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12584803-1538079001-5507.jpeg.jpg","https://www.discogs.com//Andrew-Bernstein-An-Exploded-View-Of-Time/master/1429944","0","0.9555555555555556","Andrew Bernstein (2) - An Exploded View Of Time"
"Andrew Wasylyk","The Paralian","Jazz","Contemporary Jazz","","https://aotns.bandcamp.com/album/the-paralian","","spotify:album:0cPTPK3M7zBcoWcRpDewfO","https://img.discogs.com/Wj6DTQqPsyBZImeknki3bh-Dm4c=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13166602-1549207752-2645.jpeg.jpg","https://www.discogs.com//Andrew-Wasylyk-The-Paralian/master/1503259","0","1.0","Andrew Wasylyk - The Paralian"
"ANEKDOTEN","Until All The Ghosts Are Gone","Rock","Prog Rock","","https://anekdoten.bandcamp.com/album/until-all-the-ghosts-are-gone-hd-24-96","","spotify:album:0vT5Tg2EtMcn1zR0f2R5DP","https://img.discogs.com/D0O9v-N2sOcMTT6h5tjcP6FpyX8=/fit-in/600x593/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-7007098-1431547731-5555.jpeg.jpg","https://www.discogs.com//Anekdoten-Until-All-The-Ghosts-Are-Gone/master/835688","0","1.0","Anekdoten - Until All The Ghosts Are Gone"
"Anenon","Tongue","Electronic, Jazz","Modern Classical, Ambient","","","","spotify:album:6P3Y3QYw5GiJy9E4eSApTl","https://img.discogs.com/Hhlrvt1llFkoyhqLTCVRxW0lAnM=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11540761-1518174882-1579.jpeg.jpg","https://www.discogs.com//Anenon-Tongue/master/1311913","0","1.0","Anenon - Tongue"
"Anguish","Anguish","Hip Hop, Rock, Jazz","Krautrock, Free Jazz, Experimental, Noise","","https://gutfeelingisanguish.bandcamp.com/album/anguish","","spotify:album:7FLpeEmFG7tQhb9a76ycFM","https://img.discogs.com/y8S2W8utPJb1oDlbBUFIqytWj4U=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12942936-1545009261-8613.jpeg.jpg","https://www.discogs.com//master/1471735-Anguish-Anguish","0","0.8717948717948718","Anguish (13) - Anguish"
"Animatist","INVERTED","Rock, Jazz","Experimental, Math Rock","https://animatist.bandcamp.com/album/inverted","https://animatist.bandcamp.com/album/inverted","2021-05-27","spotify:album:39vlI0PDYgQ54smYovKAny","https://img.discogs.com/FSE3XOC65JenpVdslqSlYn7ciHI=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15497612-1592515344-6117.jpeg.jpg","https://www.discogs.com//Animatist-Inverted/release/15497612","0","1.0","Animatist - Inverted"
"Anna Von Hausswolff","All Thoughts Fly","Classical","Contemporary","https://www.metalorgie.com/groupe/Anna-Von-Hausswolff/32911_All-Thoughts-Fly","","2021-05-27","spotify:album:4ZsKcq417wTfTHtYzP7Sbf","https://img.discogs.com/P_eos-yF3oepe5H5PI9m_c4iwYQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15898690-1601040036-9728.jpeg.jpg","https://www.discogs.com//Anna-von-Hausswolff-All-Thoughts-Fly/master/1806133","0","1.0","Anna von Hausswolff - All Thoughts Fly"
"Anomalia","Anomalia","Metal","Heavy Metal, Power Metal","https://multikultiproject.bandcamp.com/album/anomalia","https://multikultiproject.bandcamp.com/album/anomalia","2020-06-25","spotify:album:1ro7Twl5Kd90sFbS9mWLbj","https://img.discogs.com/5XHlwpev1a3x3vzzTgaTVDQSRuM=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15991716-1601498322-6488.jpeg.jpg","https://www.discogs.com//Entalpia-Anom%C3%A1lia/release/7201068","0","0.7894736842105263","Entalpia - Anomália"
"Aodon","11069","#TODO#TODO","#TODO#TODO","https://www.coreandco.fr/chroniques/aodon-11069-7693.html","","2020-06-25","spotify:album:6OAMhM9CtDrHqStWCtNJDN","","","0","0",""
"AORATOS","Gods Without Name","Metal","Black Metal","http://metal.nightfall.fr/index_13662_aoratos-gods-without-name.html","","2020-01-20","spotify:album:6rLriVKkpA0Qq9XI4odaxr","https://img.discogs.com/WWHcefpo7X9EKJhoHWnEkJc9e6k=/fit-in/600x594/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13378440-1553082346-5123.png.jpg","https://www.discogs.com//Aoratos-Gods-Without-Name-/master/1520531","0","0.9152542372881356","Aoratos (2) - Gods Without Name "
"Apifera","Overstand","Jazz","Fusion","https://apifera.bandcamp.com/album/overstand","https://apifera.bandcamp.com/album/overstand","2021-05-27","spotify:album:5BuepklHvUdNviID5Dxwrg","https://img.discogs.com/0ebQXLOzfrlm-R2NoPDPnBPMUw0=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16194714-1605055756-8752.jpeg.jpg","https://www.discogs.com//Apifera-Overstand/master/1937235","0","1.0","Apifera - Overstand"
"Apparat","LP5","Electronic","Leftfield, Downtempo, IDM","https://www.discogs.com/Apparat-LP5/master/1520443","","2020-01-20","spotify:album:3uaD3Zl5MAWyDwBLs6yvM7","https://img.discogs.com/_nQFQYF-PgEQigMJMxvXCsJnrTA=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14451248-1577207192-2068.jpeg.jpg","https://www.discogs.com//Apparat-LP5/master/1520443","0","1.0","Apparat - LP5"
"Arca (4)","Mutant","Electronic, Hip Hop","Experimental, Instrumental","https://www.discogs.com/fr/Arca-Mutant/master/916386","","2021-05-27","spotify:album:5hGqbPPDdilwVTwOMpIwH2","https://img.discogs.com/SF4BzgOlXQNCCQxMVUqateLPmHo=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13611545-1557497669-5265.jpeg.jpg","https://www.discogs.com//Arca-Mutant/release/7695838","0","1.0","Arca (4) - Mutant"
"Arkheth","12 Winter Moons Comes the Witches Brew","Metal","Black Metal, Avantgarde","https://www.coreandco.fr/chroniques/arkheth-12-winter-moons-comes-the-witches-brew-6633.html","","","spotify:album:5f61eo6Fc4SI3G3jlPIKN1","https://img.discogs.com/LtfgQaISA7nnUOgsPRsaIycsHZ4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15190762-1587887630-9956.jpeg.jpg","https://www.discogs.com//Arkheth-12-Winter-Moons-Comes-The-Witches-Brew/release/15190762","0","1.0","Arkheth - 12 Winter Moons Comes The Witches Brew"
"Arman Méliès","Roden Crater","Rock","","http://clairetobscur.fr/arman-melies-roden-crater/","","2021-05-27","spotify:album:7LCiE8ERh2jWr9r3ObgKbd","https://img.discogs.com/HfBoU6G1XXYzMCpI9i82SBpuKf0=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17596795-1614357701-2229.jpeg.jpg","https://www.discogs.com//Arman-M%C3%A9li%C3%A8s-Roden-Crater/release/17596795","0","1.0","Arman Méliès - Roden Crater"
"Arman Méliès","Basquiat’s Black Kingdom","Rock","","http://clairetobscur.fr/arman-melies-basquiats-black-kingdom/","","2021-05-27","spotify:album:6Ut3J1vQk5BRajaUrZSLRy","https://img.discogs.com/4b4jaGciP4aXjh3ryM-K0sNehfI=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17596921-1614358110-9526.jpeg.jpg","https://www.discogs.com//Arman-M%C3%A9li%C3%A8s-Basquiats-Black-Kingdom/release/17596921","0","0.9743589743589743","Arman Méliès - Basquiat's Black Kingdom"
"Arman Méliès","Laurel Canyon","Rock, Pop","","http://clairetobscur.fr/arman-melies-laurel-canyon/","","2021-05-27","spotify:album:0exjptHlqzGBilTreQKHNW","https://img.discogs.com/eakePo1lv2egEXMmPcTZCg7pTOw=/fit-in/600x528/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17591647-1619093707-5219.jpeg.jpg","https://www.discogs.com//Arman-M%C3%A9li%C3%A8s-Laurel-Canyon/master/2177059","0","1.0","Arman Méliès - Laurel Canyon"
"Armand Hammer","ROME","Hip Hop","","","","","spotify:album:3KhH1DkflxVkR9ABWV7rNG","https://img.discogs.com/1CvD7kLYVrZwHOZ0Xdn6um5psTM=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11237756-1537900453-5178.jpeg.jpg","https://www.discogs.com//Armand-Hammer-Rome/master/1288557","0","1.0","Armand Hammer - Rome"
"Arp","ZEBRA","Electronic, Jazz, Folk, World, & Country","Ambient","","https://arpetc.bandcamp.com/album/zebra","","spotify:album:37JQEtmiM3wMQs2JVm7qvR","https://img.discogs.com/xPfxUvPKaTc1j3QrroZpetdkjJc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12168883-1529682999-4484.jpeg.jpg","https://www.discogs.com//Arp-Zebra/master/1386496","0","0.8461538461538461","Arp (2) - Zebra"
"ARS MAGNA UMBRAE","Lunar Ascension","Metal","Black Metal, Atmospheric Black Metal","http://metal.nightfall.fr/index_13765_ars-magna-umbrae-lunar-ascension.html","","2020-01-20","spotify:album:3mml0IuIGTxidzDqlKj1YX","https://img.discogs.com/3CfL6WfBtu88BY3C7dDZg4B4DS4=/fit-in/600x532/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13146444-1548870190-7007.jpeg.jpg","https://www.discogs.com//Ars-Magna-Umbrae-Lunar-Ascension/master/1587238","0","1.0","Ars Magna Umbrae - Lunar Ascension"
"ASC","Realm of the Infinite","Electronic","Experimental, Techno, Abstract, IDM","https://tartinedecontrebasse.com/2019/07/26/asc-realm-of-the-infinite-de-la-divergence/","","2020-01-20","spotify:album:5q9RG1VoLul0PHwxR3YNzY","https://img.discogs.com/qQkJjmnGkGvoLzcPDs7rJG4edY8=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13843861-1562405217-8844.jpeg.jpg","https://www.discogs.com//ASC-Realm-Of-The-Infinite/master/1577631","0","1.0","ASC - Realm Of The Infinite"
"Astral Altar","A∴A∴","Metal","Black Metal, Atmospheric Black Metal","https://www.heavyblogisheavy.com/2019/12/16/astral-altar-a%E2%88%B4a%E2%88%B4/","http://astralaltar.bandcamp.com/album/a-a","2020-06-25","spotify:album:3CzpsRh7WebOheXVwPx7VI","https://img.discogs.com/7gTDAWWjnIpDkrkECzffLouV2EA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15308743-1589530728-3331.jpeg.jpg","https://www.discogs.com//Astral-Altar-AA/master/2073022","0","1.0","Astral Altar - A∴A∴"
"Asunojokei","Awakening","Metal","Black Metal, Experimental, Emo","https://asunojokei.bandcamp.com/album/awakening","https://asunojokei.bandcamp.com/album/awakening","2020-06-25","spotify:album:4J4X40y0UokQUhQ5f4I4uf","https://img.discogs.com/fx28ybDGyIyFiWwtQufpIwi3U2s=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13174462-1549351610-3254.jpeg.jpg","https://www.discogs.com//Asunojokei-Awakening-%E3%82%8F%E3%81%9F%E3%81%97%E3%81%A8%E7%A7%81%E3%81%A0%E3%81%A3%E3%81%9F%E3%82%82%E3%81%AE/release/13174462","0","0.7586206896551724","Asunojokei* - Awakening / わたしと私だったもの"
