artiste,element,genre,style,source,stream,date,spotify,cover,discogs,etat,match,titleDiscogs
"Exulansis","Sequestered Sympathy","Metal","Black Metal, Death Metal, Doom Metal, Folk Metal","https://www.heavyblogisheavy.com/2019/11/25/exulansis-sequestered-sympathy/","http://exulansisoregon.bandcamp.com/album/sequestered-sympathy","2020-01-20","spotify:album:1NQ1e7gxJoVJDhSyCZEF95","https://img.discogs.com/R6tix4--AMqhdcAZ_fMkD19z3ZU=/fit-in/600x590/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14594759-1577812862-1243.jpeg.jpg","https://www.discogs.com//Exulansis-Sequestered-Sympathy-/master/1660536","0","0.9846153846153847","Exulansis - Sequestered Sympathy "
"Eye of Solitude","Cenotaph","Metal","Doom Metal","http://metal.nightfall.fr/index_12058_eye-of-solitude-cenotaph.html","???","","","https://img.discogs.com/yWjK4poB1FTwrb71AcaZURcvf6M=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8986798-1472809400-2611.jpeg.jpg","https://www.discogs.com//Eye-Of-Solitude-Cenotaph/release/8986798","0","1.0","Eye Of Solitude - Cenotaph"
"FACS","Void Moments","Punk","Post-Punk, Krautrock, Art Rock, Experimental","https://troubleinmindrecords.bandcamp.com/album/void-moments","https://troubleinmindrecords.bandcamp.com/album/void-moments","2020-06-25","spotify:album:6fl4gXX2xcEYZ6DdB5cS8C","https://img.discogs.com/3t8u1abHOZr-DNG2ZC8hqNsnrYg=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15002782-1615191831-5467.jpeg.jpg","https://www.discogs.com//Facs-Void-Moments/master/1706713","0","0.9047619047619048","Facs (2) - Void Moments"
"Faith No More","Album of the Year","Rock","Alternative Rock, Hard Rock","https://www.gutsofdarkness.com/god/objet.php?objet=1","","","spotify:album:42uSfP4HXXGZn6kE3dZadO","https://img.discogs.com/GfFchSFx-HehFB23A-O0njh8L4c=/fit-in/400x400/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-487474-1359576922-9607.jpeg.jpg","https://www.discogs.com//master/15735-Faith-No-More-Album-Of-The-Year","0","1.0","Faith No More - Album Of The Year"
"Falls of Rauros","Patterns in Mythology","Metal","Progressive Metal, Doom Metal, Post-Metal, Atmospheric Black Metal","https://gileadmedia.bandcamp.com/album/patterns-in-mythology","https://gileadmedia.bandcamp.com/album/patterns-in-mythology","2020-01-20","spotify:album:5P2S2vi9sXaAcFGXKRd7wA","https://img.discogs.com/K3YoqDebdpN6ME1iltdH1YXx_nY=/fit-in/600x599/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13966461-1565094152-5165.jpeg.jpg","https://www.discogs.com//Falls-Of-Rauros-Patterns-In-Mythology/master/1587041","0","1.0","Falls Of Rauros - Patterns In Mythology"
"Falls of Rauros","Vigilance Perennial","Metal","Black Metal","https://fallsofrauros.bandcamp.com/album/vigilance-perennial","https://fallsofrauros.bandcamp.com/album/vigilance-perennial","2021-05-27","spotify:album:2gcjg5RGSxXOo6XhOawMtb","https://img.discogs.com/DAmSwHTQ93zEW-cYyAoWpK35TCA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10042255-1491000561-7146.jpeg.jpg","https://www.discogs.com//Falls-Of-Rauros-Vigilance-Perennial/master/1158061","0","1.0","Falls Of Rauros - Vigilance Perennial"
"Fange","Punir","Metal","Sludge Metal, Hardcore","http://www.eklektik-rock.com/2019/03/fange-punir/","","2020-01-20","spotify:album:1BvNtNfG97LBDXpbaeCIJZ","https://img.discogs.com/Bh1yukuRiSUAL2n9zn8Jh0KaJ6k=/fit-in/600x549/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13193366-1549720021-8680.jpeg.jpg","https://www.discogs.com//Fange-Punir/master/1504429","0","1.0","Fange - Punir"
"Fauna","Avifauna","Metal","Black Metal","https://www.metal-archives.com/albums/Fauna/Avifauna/361105","","2020-01-20","spotify:album:0jy59YrQg6ey8Fxm88xNxw","https://img.discogs.com/y1MwECHSiaJdzeqBPtgVkucpK_E=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-4151791-1357002511-6726.jpeg.jpg","https://www.discogs.com//Fauna-Avifauna/master/506424","0","0.8888888888888888","Fauna (7) - Avifauna"
"Fen","The Dead Light","Metal","Atmospheric Black Metal","https://www.heavyblogisheavy.com/2019/12/10/fen-the-dead-light/","http://fenuk.bandcamp.com/album/the-dead-light","2020-01-20","spotify:album:00hrMy2erCHZSzkqEt2gMS","https://img.discogs.com/IAcMXSSlpEeZtYTap9uqecPZIuw=/fit-in/600x599/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14491202-1575628175-9963.jpeg.jpg","https://www.discogs.com//Fen-The-Dead-Light/master/1647363","0","0.9090909090909091","Fen (3) - The Dead Light"
"Fen","Dustwalker","Metal","Black Metal, Post Rock","https://fenuk.bandcamp.com/album/dustwalker","https://fenuk.bandcamp.com/album/dustwalker","2020-06-25","spotify:album:3qYizNHABMyrcn7hmtWzHu","https://img.discogs.com/jgzmAeO_uUMOm-YfQYwNjbMTkbY=/fit-in/450x450/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-4172160-1357637690-5186.jpeg.jpg","https://www.discogs.com//Fen-Dustwalker/master/784873","0","0.8888888888888888","Fen (3) - Dustwalker"
"Fields of the Nephilim","Elizium","Rock","Goth Rock","https://www.thrashocore.com/chroniques/chronique/8521-fields-of-the-nephilim-elizium-1990-chronique.html","","2020-01-20","spotify:album:5hFGua73w06tkEYkvA03kB","https://img.discogs.com/dSrAWalWY8CCW532AJXvHIhpXBY=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-433569-1463418054-6328.jpeg.jpg","https://www.discogs.com//master/306-Fields-Of-The-Nephilim-Elizium","0","1.0","Fields Of The Nephilim - Elizium"
"Fire-Toolz","Drip Mental","Electronic, Metal","Experimental, Industrial, Black Metal, Synth-pop, Vaporwave","https://fire-toolz.bandcamp.com/album/drip-mental","https://fire-toolz.bandcamp.com/album/drip-mental","2020-06-25","spotify:album:6BeUd5dFuGS5HDnFtUIy15","https://img.discogs.com/gWl7Dz6ZyrFsiGksqQqHFYkkPrw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-9933003-1488777809-6440.jpeg.jpg","https://www.discogs.com//Fire-Toolz-Drip-Mental/master/1146048","0","1.0","Fire-Toolz - Drip Mental"
"Fire-Toolz","Rainbow Bridge","Electronic, Metal","Metalcore, New Age, Progressive Metal, Avantgarde, Fusion, Vaporwave, Noise","https://fire-toolz.bandcamp.com/album/rainbow-bridge","https://fire-toolz.bandcamp.com/album/rainbow-bridge","2021-05-27","spotify:album:10fIvLCAysemioEBmquDfG","https://img.discogs.com/wdCq-rPn3BuZaYQoNG9RyNoIiCw=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-15270130-1588966661-2510.jpeg.jpg","https://www.discogs.com//Fire-Toolz-Rainbow-Bridge-/master/1734246","0","0.9818181818181818","Fire-Toolz - Rainbow Bridge "
"Fire!","The Hands","Rock, Jazz","Free Jazz, Jazz-Rock","http://www.perteetfracas.org/zine/kros2018/kros_f/fire_the_hands.htm","","","spotify:album:6FPLtFij4NR5m9S0VOEYK3","https://img.discogs.com/W0C1ZtWw2J9jFn24hl_kfD3yesI=/fit-in/600x610/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-5888969-1513560038-5299.jpeg.jpg","https://www.discogs.com//Fire-The-Hands/release/12019857","0","1.0","Fire! - The Hands"
"Firelink","Firelink","Metal","Black Metal, Progressive Metal","https://www.heavyblogisheavy.com/2020/06/25/firelink-firelink/","http://firelink.bandcamp.com/album/firelink","2021-05-27","spotify:album:35xBvuUx6IyHtmozHH6n6Z","https://img.discogs.com/Ak8rw5NpmwLM7tuYZ-SWe-AkU10=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-8935955-1471802354-7044.png.jpg","https://www.discogs.com//Firelink-Firelink/release/15495453","0","1.0","Firelink - Firelink"
"Fishslaughter","Morfar","Metal#TODO","Avant-garde#TODO","https://fishslaughter.bandcamp.com/album/morfar","https://fishslaughter.bandcamp.com/album/morfar","2020-01-20","","","","0","0",""
"Five the Hierophant","Through Aureate Void","Rock, Jazz","Avantgarde","https://five-the-hierophant.bandcamp.com/album/through-aureate-void","https://five-the-hierophant.bandcamp.com/album/through-aureate-void","2021-05-27","spotify:album:3lCOpnRPgOcgUzvMeeCZIO","https://img.discogs.com/GVAWcJJu9b3NN8QJT7HD-KYUJjE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17687035-1634396922-2125.jpeg.jpg","https://www.discogs.com//Five-The-Hierophant-Through-Aureate-Void/master/2007445","0","1.0","Five The Hierophant - Through Aureate Void"
"FKA Twigs","Magdalene","Electronic","Contemporary R&B, Downtempo, Ethereal","https://www.discogs.com/FKA-Twigs-Magdalene/release/14661402","","2020-01-20","spotify:album:3DMR3yM5crnt1dG9lLaMTZ","https://img.discogs.com/einv2adfCdAsDDa_0HLSU34fEGc=/fit-in/600x599/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14322795-1593204087-8810.jpeg.jpg","https://www.discogs.com//FKA-Twigs-Magdalene/master/1630931","0","1.0","FKA Twigs - Magdalene"
"Flesh of the Stars","Mercy","Metal","Doom Metal","https://www.thrashocore.com/chroniques/chronique/8841-flesh-of-the-stars-mercy-2019-chronique.html","","2020-01-20","spotify:album:5cjgUvPVLp3i3uSZQ1p7Ul","https://img.discogs.com/F9fL_gF4VVQBCNwueVV48JLuN1A=/fit-in/600x337/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12504432-1536593696-2589.jpeg.jpg","https://www.discogs.com//Flesh-Of-The-Stars-Mercy/release/14464359","0","1.0","Flesh Of The Stars - Mercy"
"FLEURETY","Inquietum","Electronic, Metal","Black Metal","https://www.coreandco.fr/chroniques/fleurety-inquietum-6385.html","","","","https://img.discogs.com/97mWtnavh2TqRrabrm_iyi0mj6I=/fit-in/600x537/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-10711416-1599537964-4345.jpeg.jpg","https://www.discogs.com//Fleurety-Inquietum/release/10711416","0","1.0","Fleurety - Inquietum"
"FLEURETY","Department Of Apocalyptic Affairs","Rock","Trip Hop, Experimental, Avantgarde","http://metal.nightfall.fr/index_7889_fleurety-department-of-apocalyptic-affairs.html","","","","https://img.discogs.com/wnYQzKmlaNuLY2mJGs-6ua5cn8M=/fit-in/600x593/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-346977-1275564204.jpeg.jpg","https://www.discogs.com//Fleurety-Department-Of-Apocalyptic-Affairs/master/514705","0","1.0","Fleurety - Department Of Apocalyptic Affairs"
"Fliege","The Invisible Seam","#TODO#TODO","#TODO#TODO","http://www.eklektik-rock.com/2020/02/fliege-the-invisible-seam/","","2020-06-25","spotify:album:6VmekE9fuafbZw0KyR7ma4","","","0","0",""
"Floating Points","Crush","Electronic","Bass Music, Experimental, Deep House, Future Jazz","https://floatingpoints.bandcamp.com/album/crush","https://floatingpoints.bandcamp.com/album/crush","2020-01-20","spotify:album:1WwZwdTICfaZI51BIIEN9z","https://img.discogs.com/B6ShJQ7dSASBdYkpgwKqxIg1MGA=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14288191-1571508926-1752.jpeg.jpg","https://www.discogs.com//Floating-Points-Crush/master/1621345","0","1.0","Floating Points - Crush"
"Floral","Floral LP","Rock","Math Rock","https://floral1.bandcamp.com/album/floral-lp","https://floral1.bandcamp.com/album/floral-lp","2020-06-25","spotify:album:1YF1hAfo9oDDOiWDTPK7jX","https://img.discogs.com/XE3pHz4bJ5oQT2hGEARZu4x6oWc=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14543304-1599005850-4762.jpeg.jpg","https://www.discogs.com//Floral-Floral-/release/14884682","0","0.8421052631578947","Floral (3) - Floral "
"Fly Pan Am","C'est ça","Electronic, Rock","Experimental, Leftfield, Abstract, Post Rock","https://flypanam.bandcamp.com/album/cest-a","https://flypanam.bandcamp.com/album/cest-a","2020-01-20","spotify:album:4OfNb8D2I4qMgSReBxt5Ps","https://img.discogs.com/cspXCsIVYR9mfLz9dHV5t-Q80SY=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14158067-1568917564-6582.jpeg.jpg","https://www.discogs.com//Fly-Pan-Am-Cest-%C3%A7a/master/1608936","0","1.0","Fly Pan Am - C'est ça"
"Flying Lotus","Until The Quiet Comes","Electronic, Funk / Soul, Jazz, Hip Hop","Experimental","http://clairetobscur.fr/flying-lotus-until-the-quiet-comes/","","2020-06-25","spotify:album:40aG9ahuLnAv96yoFG75Uy","https://img.discogs.com/sQg_lYPtYj0BIyQHAU7rDh0DM2Q=/fit-in/600x531/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3908225-1361211497-2562.jpeg.jpg","https://www.discogs.com//Flying-Lotus-Until-The-Quiet-Comes/master/475197","0","1.0","Flying Lotus - Until The Quiet Comes"
"Flying Lotus","Yasuke","Stage & Screen, Electronic, Jazz, Hip Hop","Soundtrack, Abstract, Jazzy Hip-Hop, Fusion","https://flyinglotus.bandcamp.com/album/yasuke","https://flyinglotus.bandcamp.com/album/yasuke","2021-05-27","spotify:album:4duUlv53npBm7EmqxTT1kj","https://img.discogs.com/EVl6D-RhJ9U0Izp_e6UgZDe-iuk=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-18514555-1619709915-2044.jpeg.jpg","https://www.discogs.com//master/2104180-Flying-Lotus-Yasuke","0","1.0","Flying Lotus - Yasuke"
"Forgotten Silence","Kras","Metal","Progressive Metal, Avantgarde","","","","spotify:album:4ip5wcRKQPeAxinmeu9Kat","https://img.discogs.com/mEzdVme-I7RvSkuYz3hY-7sBh3U=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11907471-1524512694-8694.jpeg.jpg","https://www.discogs.com//Forgotten-Silence-Kras/master/1390666","0","1.0","Forgotten Silence - Kras"
"Fractal Generator","Macrocosmos","Metal","Death Metal","https://everlastingspewrecords.bandcamp.com/album/macrocosmos","https://everlastingspewrecords.bandcamp.com/album/macrocosmos","2021-05-27","spotify:album:5OV8natJPULfsbgY8d3Fwq","https://img.discogs.com/hvaaqUXsEUrj02m_owsv83Stgfs=/fit-in/600x523/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17066814-1614130291-4442.jpeg.jpg","https://www.discogs.com//Fractal-Generator-Macrocosmos/master/2181478","0","1.0","Fractal Generator - Macrocosmos"
"Francesca Vincentie","(Om än) I bitar, ändå hel.","#TODO#TODO","#TODO#TODO","https://francescavincentie.bandcamp.com/album/om-n-i-bitar-nd-hel","https://francescavincentie.bandcamp.com/album/om-n-i-bitar-nd-hel","2020-06-25","spotify:album:49w6OCjDvC0GOzEmMXN8sg","","","0","0",""
"Frank Zappa","Joe's garage","Rock","Alternative Rock","http://www.gutsofdarkness.com/god/objet.php?objet=1312","","","spotify:album:6uJkCskko3O83SRYWQVsjS","https://img.discogs.com/U2pgQBmeo-Uf8MkTAPEnSnWnVQg=/fit-in/600x601/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-723252-1153776029.jpeg.jpg","https://www.discogs.com//Frank-Zappa-Joes-Garage/master/419895","0","1.0","Frank Zappa - Joe's Garage"
"Freddie Gibbs, Madlib","Madlib","Hip Hop","Gangsta","https://www.discogs.com/Freddie-Gibbs-Madlib-Bandana/release/13898058","","2020-01-20","spotify:album:3znl1qe13kyjQv7KcR685N","https://img.discogs.com/19d3c61f4d06a7fba8384e241187ac8629273913/images/spacer.gif","https://www.discogs.com//Freddie-Gibbs-Madlib-Bandana/release/13934874","0","0.819672131147541","Freddie Gibbs, Madlib - Bandana"
"Fugazi","The Argument","Punk","Indie Rock, Post Rock, Hardcore","http://www.xsilence.net/disque-79.htm","","2020-01-20","spotify:album:2bU6BaHfovn3rvxxxHSkWd","https://img.discogs.com/5i5z8m42slYrYNuZ9XpQZbOF4yE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-981158-1250676938.jpeg.jpg","https://www.discogs.com//Fugazi-The-Argument/master/3652","0","1.0","Fugazi - The Argument"
"Furniture","The Wrong People","Rock, Pop","Pop Rock, Indie Rock","https://www.gutsofdarkness.com/god/objet.php?objet=15688","","","","https://img.discogs.com/N3loCqUWdsnz-OIoNvGArQ7pLns=/fit-in/600x596/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-816821-1513712911-5545.jpeg.jpg","https://www.discogs.com//Furniture-The-Wrong-People/master/157603","0","1.0","Furniture - The Wrong People"
"FURZE","UTD","Metal","Black Metal","https://www.postchrist.com/chroniques/furze/utd.html","","2020-01-20","spotify:album:53RV2bHJkNoeveAn73CfX8","https://img.discogs.com/v2eAcByltG0VqizAP9q1JRvqnHY=/fit-in/307x315/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-958617-1197653231.jpeg.jpg","https://www.discogs.com//Furze-UTD/master/41096","0","1.0","Furze - UTD"
"Gaahls Wyrd","GastiR - Ghosts Invited","Metal","Black Metal","https://www.coreandco.fr/chroniques/gaahls-wyrd-gastir-ghosts-invited-7274.html","","2020-01-20","spotify:album:7HeOApPwPNQit4zyEPPlUX","https://img.discogs.com/yxn_ATP8Kyk2IURkSNxIV_Wy1r4=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13752813-1560366825-7054.jpeg.jpg","https://www.discogs.com//Gaahls-Wyrd-GastiR-Ghosts-Invited/master/1554397","0","1.0","Gaahls Wyrd - GastiR - Ghosts Invited"
"Galaad","Vae Victis","Rock","Prog Rock","http://clairetobscur.fr/galaad-vae-victis/","","2020-06-25","spotify:album:3AJ4Gf0GbxikYvAlrG2i5W","https://img.discogs.com/h2XG-8AFiqGvFY6HW5tPpHD2Id4=/fit-in/300x298/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-6175507-1412953840-5689.jpeg.jpg","https://www.discogs.com//Galaad-Vae-Victis/master/824850","0","1.0","Galaad - Vae Victis"
"Garganjua","Through The Void","Metal","Sludge Metal, Progressive Metal, Doom Metal","","https://garganjua.bandcamp.com/album/through-the-void","","spotify:album:6NDoNE14NnVKS3InDZFeHA","https://img.discogs.com/TA2odGqRkH6fe4Wz2AmbNiPMomQ=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11999361-1526299029-7304.jpeg.jpg","https://www.discogs.com//Garganjua-Through-The-Void/master/1363534","0","1.0","Garganjua - Through The Void"
"Garganjua","Toward The Sun","Metal","Sludge Metal, Progressive Metal, Doom Metal","https://garganjua.bandcamp.com/album/toward-the-sun","https://garganjua.bandcamp.com/album/toward-the-sun","2020-06-25","spotify:album:1C2VQv8EdXnDpvRz3oYq0d","https://img.discogs.com/4OFNye4WfW9FlZQ_W7CoXGO6c3A=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14670569-1579308402-5689.jpeg.jpg","https://www.discogs.com//Garganjua-Toward-The-Sun/master/1669589","0","1.0","Garganjua - Toward The Sun"
"Gazpacho","Soyuz","Rock","Post Rock","http://www.auxportesdumetal.com/reviews/Gazpacho/gazpacho-soyuz.html","","","spotify:album:4vJ219Wg8MtRxRhSRwxJAg","https://img.discogs.com/dBHG9DQrhtYe4EaVxcWbBovQkMM=/fit-in/600x543/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-12018512-1541964575-6780.jpeg.jpg","https://www.discogs.com//Gazpacho-Soyuz/master/1366178","0","0.8888888888888888","Gazpacho (2) - Soyuz"
"Genghis tron","Dream Weapon","Electronic, Metal","Progressive Metal, Math Rock","https://www.coreandco.fr/chroniques/genghis-tron-dream-weapon-8226.html","","2021-05-27","spotify:album:3ngwSRokoZYcPywWbpzVfi","https://img.discogs.com/AD2teNfJhlmQKGHnkGD6HOROpvg=/fit-in/600x601/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17994322-1619072015-1511.jpeg.jpg","https://www.discogs.com//Genghis-Tron-Dream-Weapon/master/2038981","0","1.0","Genghis Tron - Dream Weapon"
"Geph","Apophenia","Jazz#TODO","Rock#TODO","https://canthisevenbecalledmusic.com/geph-apophenia/","","","spotify:album:4YcHYwptc7vvhO0GLhXiEv","","","0","0",""
"GERM","Wish","Metal","Black Metal, Experimental, Avantgarde","https://www.postchrist.com/chroniques/germ/wish.html","","2020-01-20","spotify:album:3TIQ9wcnqlNi2dCHANJJnl","https://img.discogs.com/Tkwr5vmJaRdmEvMIaIDzzGPa5XU=/fit-in/500x443/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-3604304-1337038576-7124.jpeg.jpg","https://www.discogs.com//Germ-Wish/master/502077","0","0.8461538461538461","Germ (9) - Wish"
"gh9stw99d","the lost album","Pop#TODO","Post-Punk#TODO","","https://open.spotify.com/album/2iQkgoCAqOWYWxnoajBRrL?si=XNDkJnoFQXmC351rnCaZ0w","","spotify:album:2iQkgoCAqOWYWxnoajBRrL","","","0","0",""
"Ghost Rhythms","Imaginary Mountains","Rock, Jazz","Prog Rock, Fusion","https://ghostrhythms.bandcamp.com/album/imaginary-mountains","https://ghostrhythms.bandcamp.com/album/imaginary-mountains","2021-05-27","spotify:album:0ss9R0XPTERX0GGOI7PRVT","https://img.discogs.com/E4OAWv8quuASGiFTpO4WmItJzFE=/fit-in/600x533/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-16260668-1606158215-6587.jpeg.jpg","https://www.discogs.com//Ghost-Rhythms-Imaginary-Mountains/master/1845184","0","1.0","Ghost Rhythms - Imaginary Mountains"
"Ghost Toast","Out of this Word","Punk","Punk, Hardcore","http://www.auxportesdumetal.com/reviews/GhostToast/ghosttoast-outofthisworld.html","","","","https://img.discogs.com/3M7ncrC6dcocW37UyHefXtrMA4s=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13991809-1565678732-6885.jpeg.jpg","https://www.discogs.com//Various-Go-Kart-MP300-Raceway/release/5681701","0","0.32786885245901637","Various - Go-Kart MP300 Raceway"
"GIGANTONIUM","The Archetypal Syndicate - Non locality","Jazz, Folk, World, & Country","","https://gigantonium.bandcamp.com/album/the-archetypal-syndicate-non-locality","https://gigantonium.bandcamp.com/album/the-archetypal-syndicate-non-locality","2020-06-25","","https://img.discogs.com/hjQCDX6TzORx0_Lubp8tPP9tCIg=/fit-in/600x537/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-17431969-1613417760-8878.jpeg.jpg","https://www.discogs.com//The-Archetypal-Syndicate-Non-Locality/release/17431969","0","0.8478260869565217","The Archetypal Syndicate - Non Locality"
"GIGANTONIUM","Clément Janinet - Danse ?","Jazz","Contemporary Jazz","https://gigantonium.bandcamp.com/album/cl-ment-janinet-danse","https://gigantonium.bandcamp.com/album/cl-ment-janinet-danse","2020-01-20","","https://img.discogs.com/ssJ_5ZZ67BMzVGv1iyPYteKcW8s=/fit-in/600x533/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-11814536-1522847576-9288.jpeg.jpg","https://www.discogs.com//Cl%C3%A9ment-Janinet-OURS/release/11814536","0","0.5846153846153846","Clément Janinet - O.U.R.S."
"GIGANTONIUM","JOE QUARTZ ""self afraid""","Jazz#TODO","Free#TODO","","https://gigantonium.bandcamp.com/album/joe-quartz-self-afraid","","","","","0","0",""
"GIULIO ALDINUCCI","Shards Of Distant Times","Electronic","Drone, Ambient","https://karlrecords.bandcamp.com/album/shards-of-distant-times","https://karlrecords.bandcamp.com/album/shards-of-distant-times","2021-05-27","spotify:album:2f88X7C40wvbcIPheiVGZe","https://img.discogs.com/xB5NJ1HKPW7EWBEqIbD7t-NmCGE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14975930-1584978625-2554.jpeg.jpg","https://www.discogs.com//Giulio-Aldinucci-Shards-Of-Distant-Times/master/1686433","0","1.0","Giulio Aldinucci - Shards Of Distant Times"
"Giunio Aldinucci","Goccia","Electro#TODO","Drone/Noise#TODO","https://tartinedecontrebasse.com/2016/10/13/giulio-aldinucci-goccia-de-l-acousmatique/","","","","","","0","0",""
"Glaciation","Ultime Éclat","Metal","Black Metal","http://www.auxportesdumetal.com/reviews/Glaciation/glaciation-ultimeeclat.html","","2020-06-25","spotify:album:4mOkNjDnWMa9SNtaloESKg","https://img.discogs.com/iEGyKTjcWsM_oSmH12G6SYh7h8Y=/fit-in/600x614/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14852706-1582889971-7954.jpeg.jpg","https://www.discogs.com//Glaciation-Ultime-%C3%89clat/master/1690867","0","0.9259259259259259","Glaciation (2) - Ultime Éclat"
"God Alone.","God Alone","Reggae","","https://godalone.bandcamp.com/album/god-alone","https://godalone.bandcamp.com/album/god-alone","2020-01-20","spotify:album:4LJwiNTCBNHYIC3M0rAFIb","https://img.discogs.com/GcBX9pgHk1zzsUEvdZYIYoLd1-0=/fit-in/600x594/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-422361-1329941606.jpeg.jpg","https://www.discogs.com//Little-Hero-God-Alone/release/3446780","0","0.6222222222222222","Little Hero - God Alone"
"Godspeed You! Black Emperor","G_d’s Pee AT STATE’S END!","Rock","Post Rock","https://www.coreandco.fr/chroniques/godspeed-you-black-emperor-g-ds-pee-at-states-end-8246.html","","2021-05-27","spotify:album:6gZsJeN8MdITXZMVDXrMk0","https://img.discogs.com/YlStyZDPwYdt6AczkgRuENC0svU=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-18951424-1622408129-8305.jpeg.jpg","https://www.discogs.com//Godspeed-You-Black-Emperor-G_ds-Pee-At-States-End/release/18071575","0","0.972972972972973","Godspeed You! Black Emperor* - G_d’s Pee At State's End!"
"Golden Hymns Sing 'Hurrah'","Golden Hymns Sing 'The Tower' & Other Songs","Rock","Post Rock","","https://goldenhymns.bandcamp.com/album/golden-hymns-sing-the-tower-other-songs","","spotify:album:6day86DuEguCFVDJHn076m","https://img.discogs.com/iVbCicF2CJCaaUso9z7u6CCXHYE=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14506692-1575928391-6450.jpeg.jpg","https://www.discogs.com//Golden-Hymns-Sing-Hurrah-Golden-Hymns-Sing-The-Tower-Other-Songs/release/14506692","0","1.0","Golden Hymns Sing 'Hurrah' - Golden Hymns Sing 'The Tower' & Other Songs"
